day;timestamp;product;bid_price_1;bid_volume_1;bid_price_2;bid_volume_2;bid_price_3;bid_volume_3;ask_price_1;ask_volume_1;ask_price_2;ask_volume_2;ask_price_3;ask_volume_3;mid_price;profit_and_loss
1;24100;STARFRUIT;5059;23;;;;;5066;23;;;;;5062.5;470.5234375
1;24100;AMETHYSTS;9995;23;;;;;10005;23;;;;;10000.0;404.0
1;24100;ORCHIDS;1085;8;1084;5;1078;50;1092;8;1093;5;1099;50;1088.5;109312.0
1;24200;ORCHIDS;1083;6;1082;4;1076;50;1090;6;1091;4;1097;50;1086.5;109312.0
1;24200;AMETHYSTS;9998;9;9996;2;9995;30;10004;2;10005;30;;;10001.0;404.0
1;24200;STARFRUIT;5060;2;5059;32;;;5065;2;5066;30;;;5062.5;471.2890625
1;24300;ORCHIDS;1087;6;1084;8;1083;5;1091;8;1092;5;1098;49;1089.0;109312.0
1;24300;STARFRUIT;5059;32;;;;;5066;32;;;;;5062.5;478.6015625
1;24300;AMETHYSTS;9996;2;9995;30;;;10004;2;10005;30;;;10000.0;404.0
1;24400;STARFRUIT;5059;22;;;;;5060;1;5066;22;;;5059.5;479.078125
1;24400;ORCHIDS;1085;9;1084;3;1078;43;1092;9;1093;3;1099;43;1088.5;109312.0
1;24400;AMETHYSTS;9998;6;9996;2;9995;20;10004;2;10005;20;;;10001.0;404.0
1;24500;STARFRUIT;5058;24;;;;;5063;2;5065;24;;;5060.5;468.9609375
1;24500;AMETHYSTS;9995;24;;;;;10002;5;10005;24;;;9998.5;404.0
1;24500;ORCHIDS;1086;10;1085;3;1079;54;1093;10;1094;3;1100;54;1089.5;109312.0
1;24600;ORCHIDS;1086;5;1085;2;1079;44;1090;5;1093;5;1094;2;1088.0;109312.0
1;24600;AMETHYSTS;9996;2;9995;23;;;10002;4;10004;2;10005;23;9999.0;404.0
1;24600;STARFRUIT;5058;25;;;;;5065;25;;;;;5061.5;462.03125
1;24700;ORCHIDS;1083;10;1082;3;1076;47;1090;10;1091;3;1097;47;1086.5;109312.0
1;24700;STARFRUIT;5058;22;;;;;5065;22;;;;;5061.5;460.1484375
1;24700;AMETHYSTS;9998;10;9995;22;;;10005;22;;;;;10001.5;404.0
1;24800;STARFRUIT;5059;1;5058;20;;;5065;21;;;;;5062.0;468.8984375
1;24800;ORCHIDS;1085;7;1084;3;1078;42;1092;7;1093;3;1099;42;1088.5;109312.0
1;24800;AMETHYSTS;9996;1;9995;20;;;10004;1;10005;20;;;10000.0;404.0
1;24900;STARFRUIT;5060;6;5059;30;;;5065;2;5066;28;;;5062.5;472.2578125
1;24900;AMETHYSTS;9996;2;9995;28;;;10004;2;10005;28;;;10000.0;404.0
1;24900;ORCHIDS;1088;5;1085;8;1084;2;1092;8;1093;2;1099;55;1090.0;109312.0
1;25000;ORCHIDS;1084;8;1083;3;1077;47;1091;8;1092;3;1098;47;1087.5;109312.0
1;25000;AMETHYSTS;9998;2;9996;2;9995;25;10004;2;10005;25;;;10001.0;404.0
1;25000;STARFRUIT;5059;2;5058;25;;;5063;2;5065;27;;;5061.0;468.671875
1;25100;ORCHIDS;1085;8;1084;3;1078;48;1092;8;1093;3;1099;48;1088.5;109312.0
1;25100;STARFRUIT;5058;31;;;;;5065;31;;;;;5061.5;462.734375
1;25100;AMETHYSTS;9996;1;9995;30;;;10004;1;10005;30;;;10000.0;404.0
1;25200;ORCHIDS;1085;5;1084;4;1078;47;1092;5;1093;4;1099;47;1088.5;109312.0
1;25200;AMETHYSTS;9996;2;9995;24;;;10002;5;10004;2;10005;24;9999.0;404.0
1;25200;STARFRUIT;5059;26;;;;;5066;26;;;;;5062.5;474.7578125
1;25300;AMETHYSTS;9995;28;;;;;9998;1;10005;28;;;9996.5;404.0
1;25300;STARFRUIT;5058;28;;;;;5063;5;5065;28;;;5060.5;466.40625
1;25300;ORCHIDS;1084;5;1083;5;1077;49;1092;5;1093;5;1099;49;1088.0;109312.0
1;25400;AMETHYSTS;9996;2;9995;28;;;10004;2;10005;28;;;10000.0;406.0
1;25400;ORCHIDS;1083;7;1082;4;1076;55;1090;7;1091;4;1097;55;1086.5;109312.0
1;25400;STARFRUIT;5060;7;5059;30;;;5066;30;;;;;5063.0;475.984375
1;25500;STARFRUIT;5059;6;5058;22;;;5065;1;5066;22;;;5062.0;469.984375
1;25500;ORCHIDS;1080;6;1079;2;1073;44;1087;6;1088;2;1094;44;1083.5;109312.0
1;25500;AMETHYSTS;9998;1;9996;1;9995;22;10004;1;10005;22;;;10001.0;406.0
1;25600;AMETHYSTS;9996;1;9995;24;;;10002;1;10004;1;10005;24;9999.0;406.0
1;25600;ORCHIDS;1080;6;1079;2;1073;40;1087;6;1088;2;1094;40;1083.5;109312.0
1;25600;STARFRUIT;5059;25;;;;;5066;25;;;;;5062.5;476.109375
1;25700;AMETHYSTS;9996;1;9995;21;;;10004;1;10005;21;;;10000.0;406.0
1;25700;STARFRUIT;5059;1;5058;21;;;5065;22;;;;;5062.0;468.515625
1;25700;ORCHIDS;1080;9;1079;5;1073;49;1087;9;1088;5;1094;49;1083.5;109312.0
1;25800;AMETHYSTS;9998;1;9995;20;;;10005;20;;;;;10001.5;421.0
1;25800;ORCHIDS;1078;6;1077;2;1071;38;1085;6;1086;2;1092;38;1081.5;109312.0
1;25800;STARFRUIT;5059;20;;;;;5066;20;;;;;5062.5;478.8125
1;25900;STARFRUIT;5059;30;;;;;5066;30;;;;;5062.5;476.0703125
1;25900;ORCHIDS;1080;7;1079;4;1073;51;1087;7;1088;4;1094;51;1083.5;109312.0
1;25900;AMETHYSTS;10002;2;9995;30;;;10005;30;;;;;10003.5;421.0
1;26000;AMETHYSTS;9996;1;9995;21;;;9998;1;10004;1;10005;21;9997.0;425.0
1;26000;ORCHIDS;1081;6;1080;3;1074;43;1088;6;1089;3;1095;43;1084.5;109312.0
1;26000;STARFRUIT;5060;1;5059;21;;;5064;6;5066;22;;;5062.0;492.7890625
1;26100;AMETHYSTS;9996;1;9995;28;;;10004;1;10005;28;;;10000.0;427.0
1;26100;STARFRUIT;5060;28;;;;;5065;5;5066;1;5067;28;5062.5;497.15625
1;26100;ORCHIDS;1082;8;1081;5;1075;54;1089;8;1090;5;1096;54;1085.5;109312.0
1;26200;AMETHYSTS;9998;2;9996;2;9995;30;10004;2;10005;30;;;10001.0;427.0
1;26200;ORCHIDS;1082;7;1081;5;1075;52;1089;7;1090;5;1096;52;1085.5;109312.0
1;26200;STARFRUIT;5064;9;5059;32;;;5066;32;;;;;5065.0;483.640625
1;26300;STARFRUIT;5060;1;5059;22;;;5066;23;;;;;5063.0;501.765625
1;26300;ORCHIDS;1082;5;1081;4;1075;37;1089;5;1090;4;1096;37;1085.5;109312.0
1;26300;AMETHYSTS;9996;1;9995;22;;;10002;8;10004;1;10005;22;9999.0;427.0
1;26400;AMETHYSTS;9996;1;9995;23;;;10004;1;10005;23;;;10000.0;427.0
1;26400;ORCHIDS;1083;7;1082;4;1076;47;1090;7;1091;4;1097;47;1086.5;109312.0
1;26400;STARFRUIT;5059;24;;;;;5066;24;;;;;5062.5;498.16015625
1;26500;AMETHYSTS;9996;2;9995;27;;;10002;3;10004;2;10005;27;9999.0;427.0
1;26500;STARFRUIT;5059;29;;;;;5064;7;5065;2;5066;27;5061.5;494.078125
1;26500;ORCHIDS;1082;10;1081;4;1075;57;1089;10;1090;4;1096;57;1085.5;109312.0
1;26600;AMETHYSTS;9996;1;9995;27;;;10004;1;10005;27;;;10000.0;427.0
1;26600;ORCHIDS;1082;10;1081;2;1075;53;1089;10;1090;2;1096;53;1085.5;109312.0
1;26600;STARFRUIT;5059;2;5058;28;;;5065;28;;;;;5062.0;486.08203125
1;26700;STARFRUIT;5058;24;;;;;5060;4;5066;24;;;5059.0;492.05859375
1;26700;ORCHIDS;1081;9;1080;5;1074;47;1088;9;1089;5;1095;47;1084.5;109312.0
1;26700;AMETHYSTS;9995;24;;;;;10005;24;;;;;10000.0;427.0
1;26800;AMETHYSTS;9996;2;9995;24;;;10004;2;10005;24;;;10000.0;427.0
1;26800;ORCHIDS;1079;5;1078;4;1072;48;1086;5;1087;4;1093;48;1082.5;109312.0
1;26800;STARFRUIT;5064;1;5059;26;;;5065;2;5066;24;;;5064.5;501.8828125
1;26900;AMETHYSTS;9995;30;;;;;9998;1;10005;30;;;9996.5;427.0
1;26900;STARFRUIT;5058;30;;;;;5063;1;5065;30;;;5060.5;500.171875
1;26900;ORCHIDS;1078;8;1077;2;1071;50;1085;8;1086;2;1092;50;1081.5;109312.0
1;27000;AMETHYSTS;9996;1;9995;26;;;10004;1;10005;26;;;10000.0;429.0
1;27000;ORCHIDS;1078;10;1077;4;1071;47;1085;10;1086;4;1092;47;1081.5;109312.0
1;27000;STARFRUIT;5059;27;;;;;5064;6;5066;27;;;5061.5;506.3046875
1;27100;STARFRUIT;5059;22;;;;;5064;5;5066;22;;;5061.5;509.1171875
1;27100;ORCHIDS;1078;9;1077;3;1071;49;1085;9;1086;3;1092;49;1081.5;109312.0
1;27100;AMETHYSTS;9996;1;9995;21;;;10004;1;10005;21;;;10000.0;429.0
1;27200;AMETHYSTS;9996;2;9995;22;;;10002;5;10004;2;10005;22;9999.0;432.0
1;27200;ORCHIDS;1079;10;1078;5;1072;46;1086;10;1087;5;1093;46;1082.5;109312.0
1;27200;STARFRUIT;5059;3;5058;24;;;5065;24;;;;;5062.0;495.671875
1;27300;AMETHYSTS;9995;26;;;;;10005;26;;;;;10000.0;432.0
1;27300;STARFRUIT;5062;3;5057;26;;;5064;26;;;;;5063.0;486.078125
1;27300;ORCHIDS;1080;10;1079;3;1073;53;1087;10;1088;3;1094;53;1083.5;109312.0
1;27400;AMETHYSTS;9995;27;;;;;10005;27;;;;;10000.0;432.0
1;27400;ORCHIDS;1079;7;1078;5;1072;45;1086;7;1087;5;1093;45;1082.5;109312.0
1;27400;STARFRUIT;5058;27;;;;;5065;27;;;;;5061.5;494.96875
1;27500;STARFRUIT;5058;26;;;;;5063;7;5065;26;;;5060.5;493.76171875
1;27500;ORCHIDS;1079;10;1078;2;1072;46;1086;10;1087;2;1093;46;1082.5;109312.0
1;27500;AMETHYSTS;9995;26;;;;;10005;26;;;;;10000.0;432.0
1;27600;ORCHIDS;1079;7;1078;2;1072;47;1086;7;1087;2;1093;47;1082.5;109312.0
1;27600;STARFRUIT;5057;25;;;;;5064;25;;;;;5060.5;491.6875
1;27600;AMETHYSTS;9995;25;;;;;10005;25;;;;;10000.0;432.0
1;27700;AMETHYSTS;9996;2;9995;22;;;10004;2;10005;22;;;10000.0;460.0
1;27700;STARFRUIT;5057;24;;;;;5064;24;;;;;5060.5;513.0
1;27700;ORCHIDS;1079;5;1078;3;1072;47;1086;5;1087;3;1093;47;1082.5;109312.0
1;27800;ORCHIDS;1078;10;1077;3;1071;51;1085;10;1086;3;1092;51;1081.5;109312.0
1;27800;STARFRUIT;5056;22;;;;;5063;22;;;;;5059.5;513.0
1;27800;AMETHYSTS;10002;1;9995;22;;;10005;22;;;;;10003.5;460.0
1;27900;STARFRUIT;5056;22;;;;;5063;22;;;;;5059.5;513.0
1;27900;ORCHIDS;1078;10;1077;4;1071;50;1085;10;1086;4;1092;50;1081.5;109312.0
1;27900;AMETHYSTS;9995;22;;;;;10005;22;;;;;10000.0;462.0
1;28000;ORCHIDS;1079;10;1078;5;1072;54;1086;10;1087;5;1093;54;1082.5;109312.0
1;28000;STARFRUIT;5056;2;5055;26;;;5058;4;5061;5;5062;2;5057.0;513.0
1;28000;AMETHYSTS;9998;8;9996;2;9995;26;10000;4;10004;2;10005;26;9999.0;462.0
1;28100;ORCHIDS;1079;8;1078;5;1072;42;1086;8;1087;5;1093;42;1082.5;109312.0
1;28100;AMETHYSTS;9996;1;9995;22;;;10004;1;10005;22;;;10000.0;462.0
1;28100;STARFRUIT;5056;23;;;;;5062;1;5063;22;;;5059.0;513.0
1;28200;STARFRUIT;5062;1;5056;24;;;5063;24;;;;;5062.5;513.0
1;28200;AMETHYSTS;9996;1;9995;23;;;9998;1;10004;1;10005;23;9997.0;462.0
1;28200;ORCHIDS;1079;5;1078;2;1072;45;1086;5;1087;2;1093;45;1082.5;109312.0
1;28300;STARFRUIT;5056;21;;;;;5061;1;5063;21;;;5058.5;515.453125
1;28300;ORCHIDS;1078;6;1077;2;1071;42;1085;6;1086;2;1092;42;1081.5;109312.0
1;28300;AMETHYSTS;9998;3;9995;21;;;10005;21;;;;;10001.5;464.0
1;28400;ORCHIDS;1079;5;1078;5;1072;40;1086;5;1087;5;1093;40;1082.5;109312.0
1;28400;STARFRUIT;5056;22;;;;;5061;6;5063;22;;;5058.5;515.55029296875
1;28400;AMETHYSTS;10002;4;9996;1;9995;21;10004;1;10005;21;;;10003.0;464.0
1;28500;ORCHIDS;1080;7;1079;2;1073;46;1087;7;1088;2;1094;46;1083.5;109312.0
1;28500;AMETHYSTS;10002;7;9996;1;9995;26;10004;1;10005;26;;;10003.0;472.0
1;28500;STARFRUIT;5056;1;5055;26;;;5062;27;;;;;5059.0;516.12060546875
1;28600;STARFRUIT;5055;28;;;;;5056;6;5062;28;;;5055.5;516.5087890625
1;28600;AMETHYSTS;9995;28;;;;;10002;7;10005;28;;;9998.5;486.0
1;28600;ORCHIDS;1083;10;1082;3;1076;52;1090;10;1091;3;1097;52;1086.5;109312.0
1;28700;STARFRUIT;5055;28;;;;;5062;28;;;;;5058.5;532.779296875
1;28700;ORCHIDS;1084;8;1083;2;1077;49;1091;8;1092;2;1098;49;1087.5;109312.0
1;28700;AMETHYSTS;9996;1;9995;27;;;10004;1;10005;27;;;10000.0;526.0
1;28800;ORCHIDS;1085;10;1084;5;1078;58;1092;10;1093;5;1099;58;1088.5;109312.0
1;28800;STARFRUIT;5055;30;;;;;5062;30;;;;;5058.5;532.935546875
1;28800;AMETHYSTS;9995;30;;;;;10005;30;;;;;10000.0;526.0
1;28900;ORCHIDS;1086;10;1085;5;1079;45;1093;10;1094;5;1100;45;1089.5;109312.0
1;28900;AMETHYSTS;9996;1;9995;23;;;10004;1;10005;23;;;10000.0;534.0
1;28900;STARFRUIT;5055;24;;;;;5062;24;;;;;5058.5;537.46875
1;29000;STARFRUIT;5055;25;;;;;5063;25;;;;;5059.0;540.19921875
1;29000;AMETHYSTS;9995;25;;;;;10005;25;;;;;10000.0;534.0
1;29000;ORCHIDS;1087;8;1086;2;1080;47;1094;8;1095;2;1101;47;1090.5;109312.0
1;29100;STARFRUIT;5061;1;5056;5;5055;30;5062;30;;;;;5061.5;536.65625
1;29100;ORCHIDS;1092;3;1087;8;1086;2;1094;8;1095;2;1101;49;1093.0;109312.0
1;29100;AMETHYSTS;10002;1;9995;30;;;10005;30;;;;;10003.5;534.0
1;29200;ORCHIDS;1086;8;1085;5;1079;45;1093;8;1094;5;1100;45;1089.5;109312.0
1;29200;STARFRUIT;5056;20;;;;;5061;4;5063;20;;;5058.5;542.310546875
1;29200;AMETHYSTS;9995;20;;;;;10002;1;10005;20;;;9998.5;536.0
1;29300;ORCHIDS;1086;10;1085;2;1079;43;1094;10;1095;2;1101;43;1090.0;109312.0
1;29300;AMETHYSTS;9998;3;9996;2;9995;21;10004;2;10005;21;;;10001.0;536.0
1;29300;STARFRUIT;5057;23;;;;;5063;2;5064;21;;;5060.0;548.59375
1;29400;STARFRUIT;5062;1;5057;1;5056;24;5063;25;;;;;5062.5;546.951171875
1;29400;AMETHYSTS;9996;1;9995;24;;;10002;8;10004;1;10005;24;9999.0;536.0
1;29400;ORCHIDS;1086;8;1085;4;1079;44;1093;8;1094;4;1100;44;1089.5;109312.0
1;29500;STARFRUIT;5056;23;;;;;5063;23;;;;;5059.5;547.27734375
1;29500;ORCHIDS;1085;6;1084;4;1078;40;1092;6;1093;4;1099;40;1088.5;109312.0
1;29500;AMETHYSTS;9995;23;;;;;10005;23;;;;;10000.0;536.0
1;29600;ORCHIDS;1086;9;1085;2;1079;52;1093;9;1094;2;1100;52;1089.5;109312.0
1;29600;STARFRUIT;5055;27;;;;;5062;27;;;;;5058.5;556.54150390625
1;29600;AMETHYSTS;9995;27;;;;;10005;27;;;;;10000.0;536.0
1;29700;ORCHIDS;1087;10;1086;3;1080;52;1094;10;1095;3;1101;52;1090.5;109312.0
1;29700;AMETHYSTS;9998;1;9996;2;9995;29;10004;2;10005;29;;;10001.0;536.0
1;29700;STARFRUIT;5060;1;5055;31;;;5062;31;;;;;5061.0;556.32080078125
1;29800;STARFRUIT;5056;5;5055;24;;;5062;24;;;;;5059.0;558.0
1;29800;AMETHYSTS;9996;1;9995;23;;;10004;1;10005;23;;;10000.0;536.0
1;29800;ORCHIDS;1088;9;1087;4;1081;43;1095;9;1096;4;1102;43;1091.5;109312.0
1;29900;STARFRUIT;5058;1;5056;3;5055;25;5062;25;;;;;5060.0;559.96484375
1;29900;AMETHYSTS;10000;2;9998;8;9995;25;10005;25;;;;;10002.5;539.0
1;29900;ORCHIDS;1088;8;1087;5;1081;51;1095;8;1096;5;1102;51;1091.5;109312.0
1;30000;ORCHIDS;1088;7;1087;2;1081;45;1095;7;1096;2;1102;45;1091.5;109312.0
1;30000;STARFRUIT;5059;2;5056;26;;;5061;2;5063;26;;;5060.0;560.2890625
1;30000;AMETHYSTS;10000;2;9995;26;;;10005;26;;;;;10002.5;539.0
1;30100;AMETHYSTS;9995;28;;;;;10002;10;10005;28;;;9998.5;539.0
1;30100;ORCHIDS;1087;7;1086;2;1080;51;1094;7;1095;2;1101;51;1090.5;109312.0
1;30100;STARFRUIT;5056;28;;;;;5057;3;5063;28;;;5056.5;560.390625
1;30200;STARFRUIT;5057;2;5056;24;;;5063;2;5064;24;;;5060.0;569.94140625
1;30200;AMETHYSTS;9998;3;9996;2;9995;24;10004;2;10005;24;;;10001.0;539.0
1;30200;ORCHIDS;1087;9;1086;3;1080;50;1094;9;1095;3;1101;50;1090.5;109312.0
1;30300;STARFRUIT;5057;23;;;;;5062;5;5064;23;;;5059.5;571.169921875
1;30300;AMETHYSTS;10002;1;9998;10;9995;23;10005;23;;;;;10003.5;539.0
1;30300;ORCHIDS;1087;6;1086;3;1080;39;1094;6;1095;3;1101;39;1090.5;109312.0
1;30400;ORCHIDS;1087;8;1086;2;1080;44;1094;8;1095;2;1101;44;1090.5;109312.0
1;30400;STARFRUIT;5057;26;;;;;5064;26;;;;;5060.5;571.55078125
1;30400;AMETHYSTS;9996;2;9995;24;;;10004;2;10005;24;;;10000.0;541.0
1;30500;AMETHYSTS;9996;1;9995;20;;;10004;1;10005;20;;;10000.0;541.0
1;30500;ORCHIDS;1087;6;1086;3;1080;40;1095;6;1096;3;1102;40;1091.0;109312.0
1;30500;STARFRUIT;5057;21;;;;;5064;21;;;;;5060.5;572.337890625
1;30600;STARFRUIT;5060;3;5057;26;;;5064;26;;;;;5062.0;572.662109375
1;30600;AMETHYSTS;10000;3;9998;8;9996;1;10004;1;10005;25;;;10002.0;541.0
1;30600;ORCHIDS;1089;7;1088;2;1082;51;1096;7;1097;2;1103;51;1092.5;109312.0
1;30700;STARFRUIT;5057;24;;;;;5064;24;;;;;5060.5;572.091796875
1;30700;AMETHYSTS;9995;24;;;;;10005;24;;;;;10000.0;541.0
1;30700;ORCHIDS;1089;6;1088;2;1082;42;1097;6;1098;2;1104;42;1093.0;109312.0
1;30800;ORCHIDS;1089;5;1088;2;1082;49;1097;5;1098;2;1104;49;1093.0;109312.0
1;30800;STARFRUIT;5057;31;;;;;5064;31;;;;;5060.5;571.041015625
1;30800;AMETHYSTS;10002;11;9996;2;9995;29;10004;2;10005;29;;;10003.0;541.0
1;30900;AMETHYSTS;10002;1;9998;9;9996;1;10004;1;10005;24;;;10003.0;563.0
1;30900;ORCHIDS;1091;7;1090;3;1084;41;1098;7;1099;3;1105;41;1094.5;109312.0
1;30900;STARFRUIT;5063;1;5058;3;5057;25;5064;25;;;;;5063.5;572.49609375
1;31000;STARFRUIT;5064;1;5058;31;;;5065;31;;;;;5064.5;577.630859375
1;31000;AMETHYSTS;9996;1;9995;30;;;10004;1;10005;30;;;10000.0;565.0
1;31000;ORCHIDS;1091;10;1090;2;1084;51;1098;10;1099;2;1105;51;1094.5;109312.0
1;31100;STARFRUIT;5058;28;;;;;5065;28;;;;;5061.5;580.2138671875
1;31100;AMETHYSTS;9996;2;9995;26;;;10002;7;10004;2;10005;26;9999.0;565.0
1;31100;ORCHIDS;1090;6;1089;5;1083;48;1097;6;1098;5;1104;48;1093.5;109312.0
1;31200;ORCHIDS;1089;9;1088;4;1082;46;1093;7;1096;9;1097;4;1091.0;109312.0
1;31200;STARFRUIT;5058;26;;;;;5065;26;;;;;5061.5;580.291015625
1;31200;AMETHYSTS;9995;26;;;;;10002;4;10005;26;;;9998.5;565.0
1;31300;AMETHYSTS;9995;26;;;;;10005;26;;;;;10000.0;565.0
1;31300;ORCHIDS;1088;8;1087;2;1081;47;1095;8;1096;2;1102;47;1091.5;109312.0
1;31300;STARFRUIT;5064;1;5058;26;;;5066;26;;;;;5065.0;581.033203125
1;31400;STARFRUIT;5059;1;5058;23;;;5065;24;;;;;5062.0;582.90234375
1;31400;AMETHYSTS;9996;1;9995;23;;;10002;6;10004;1;10005;23;9999.0;565.0
1;31400;ORCHIDS;1087;6;1086;5;1080;45;1094;6;1095;5;1101;45;1090.5;109312.0
1;31500;STARFRUIT;5059;27;;;;;5065;1;5066;26;;;5062.0;583.08544921875
1;31500;AMETHYSTS;9996;1;9995;26;;;10004;1;10005;26;;;10000.0;565.0
1;31500;ORCHIDS;1087;6;1086;2;1080;44;1094;6;1095;2;1101;44;1090.5;109312.0
1;31600;ORCHIDS;1087;6;1086;4;1080;36;1094;6;1095;4;1101;36;1090.5;109312.0
1;31600;STARFRUIT;5060;4;5059;20;;;5066;20;;;;;5063.0;583.4921875
1;31600;AMETHYSTS;9995;20;;;;;10005;20;;;;;10000.0;565.0
1;31700;AMETHYSTS;9995;20;;;;;10005;20;;;;;10000.0;565.0
1;31700;ORCHIDS;1088;10;1087;2;1081;47;1095;10;1096;2;1102;47;1091.5;109312.0
1;31700;STARFRUIT;5059;20;;;;;5064;2;5066;20;;;5061.5;583.16015625
1;31800;STARFRUIT;5059;30;;;;;5066;30;;;;;5062.5;583.6484375
1;31800;AMETHYSTS;9996;1;9995;29;;;10004;1;10005;29;;;10000.0;565.0
1;31800;ORCHIDS;1086;7;1085;4;1079;52;1093;7;1094;4;1100;52;1089.5;109312.0
1;31900;STARFRUIT;5060;6;5059;27;;;5066;27;;;;;5063.0;583.36669921875
1;31900;AMETHYSTS;9995;27;;;;;10005;27;;;;;10000.0;565.0
1;31900;ORCHIDS;1087;9;1086;3;1080;56;1094;9;1095;3;1101;56;1090.5;109312.0
1;32000;AMETHYSTS;9996;2;9995;27;;;10004;2;10005;27;;;10000.0;565.0
1;32000;ORCHIDS;1086;8;1085;4;1079;53;1093;8;1094;4;1100;53;1089.5;109312.0
1;32000;STARFRUIT;5059;29;;;;;5061;4;5066;29;;;5060.0;583.66552734375
1;32100;ORCHIDS;1085;8;1084;4;1078;43;1092;8;1093;4;1099;43;1088.5;109312.0
1;32100;STARFRUIT;5059;20;;;;;5066;20;;;;;5062.5;588.74609375
1;32100;AMETHYSTS;9995;20;;;;;10005;20;;;;;10000.0;565.0
1;32200;STARFRUIT;5059;22;;;;;5062;4;5064;2;5066;22;5060.5;589.84765625
1;32200;AMETHYSTS;9996;2;9995;20;;;10000;4;10002;7;10004;2;9998.0;565.0
1;32200;ORCHIDS;1084;8;1083;5;1077;45;1091;8;1092;5;1098;45;1087.5;109312.0
1;32300;STARFRUIT;5059;29;;;;;5064;5;5066;29;;;5061.5;588.640625
1;32300;AMETHYSTS;10002;1;9998;3;9996;2;10004;2;10005;27;;;10003.0;565.0
1;32300;ORCHIDS;1085;5;1084;4;1078;51;1092;5;1093;4;1099;51;1088.5;109312.0
1;32400;ORCHIDS;1084;5;1083;5;1077;50;1091;5;1092;5;1098;50;1087.5;109312.0
1;32400;AMETHYSTS;9996;1;9995;28;;;10004;1;10005;28;;;10000.0;567.0
1;32400;STARFRUIT;5059;29;;;;;5064;2;5066;29;;;5061.5;588.603515625
1;32500;ORCHIDS;1084;6;1083;3;1077;45;1088;5;1091;6;1092;3;1086.0;109312.0
1;32500;STARFRUIT;5059;31;;;;;5066;31;;;;;5062.5;589.001953125
1;32500;AMETHYSTS;9998;5;9996;2;9995;29;10004;2;10005;29;;;10001.0;567.0
1;32600;STARFRUIT;5059;23;;;;;5066;23;;;;;5062.5;589.287109375
1;32600;ORCHIDS;1084;5;1083;2;1077;48;1091;5;1092;2;1098;48;1087.5;109312.0
1;32600;AMETHYSTS;9995;23;;;;;10005;23;;;;;10000.0;567.0
1;32700;STARFRUIT;5059;22;;;;;5065;1;5066;21;;;5062.0;587.8359375
1;32700;AMETHYSTS;10002;3;9996;1;9995;21;10004;1;10005;21;;;10003.0;567.0
1;32700;ORCHIDS;1084;7;1083;5;1077;45;1091;7;1092;5;1098;45;1087.5;109312.0
1;32800;ORCHIDS;1085;8;1084;5;1078;51;1092;8;1093;5;1099;51;1088.5;109312.0
1;32800;AMETHYSTS;9995;24;;;;;10005;24;;;;;10000.0;573.0
1;32800;STARFRUIT;5058;24;;;;;5065;24;;;;;5061.5;586.396484375
1;32900;ORCHIDS;1085;7;1084;3;1078;48;1092;7;1093;3;1099;48;1088.5;109312.0
1;32900;STARFRUIT;5059;27;;;;;5064;5;5066;28;;;5061.5;589.0078125
1;32900;AMETHYSTS;9995;28;;;;;10005;28;;;;;10000.0;573.0
1;33000;STARFRUIT;5058;22;;;;;5061;6;5065;22;;;5059.5;585.734375
1;33000;ORCHIDS;1085;10;1084;2;1078;43;1092;10;1093;2;1099;43;1088.5;109312.0
1;33000;AMETHYSTS;9995;22;;;;;10000;6;10005;22;;;9997.5;573.0
1;33100;STARFRUIT;5058;21;;;;;5059;1;5065;21;;;5058.5;586.412109375
1;33100;AMETHYSTS;9998;7;9995;21;;;10005;21;;;;;10001.5;573.0
1;33100;ORCHIDS;1086;6;1085;2;1079;40;1090;8;1093;6;1094;2;1088.0;109312.0
1;33200;ORCHIDS;1085;7;1084;2;1078;45;1092;7;1093;2;1099;45;1088.5;109312.0
1;33200;AMETHYSTS;9995;27;;;;;10005;27;;;;;10000.0;573.0
1;33200;STARFRUIT;5058;27;;;;;5063;1;5065;27;;;5060.5;588.0078125
1;33300;ORCHIDS;1085;7;1084;3;1078;45;1092;7;1093;3;1099;45;1088.5;109312.0
1;33300;STARFRUIT;5058;25;;;;;5063;5;5065;25;;;5060.5;588.265625
1;33300;AMETHYSTS;9995;25;;;;;10002;6;10005;25;;;9998.5;573.0
1;33400;STARFRUIT;5059;21;;;;;5066;21;;;;;5062.5;591.37109375
1;33400;ORCHIDS;1086;9;1085;3;1079;41;1090;8;1093;9;1094;3;1088.0;109312.0
1;33400;AMETHYSTS;9998;2;9996;1;9995;20;10004;1;10005;20;;;10001.0;573.0
1;33500;STARFRUIT;5060;3;5059;26;;;5065;1;5066;25;;;5062.5;590.91796875
1;33500;AMETHYSTS;9996;1;9995;25;;;10004;1;10005;25;;;10000.0;573.0
1;33500;ORCHIDS;1085;7;1084;5;1078;49;1092;7;1093;5;1099;49;1088.5;109312.0
1;33600;ORCHIDS;1086;10;1085;2;1079;55;1093;10;1094;2;1100;55;1089.5;109312.0
1;33600;AMETHYSTS;9996;2;9995;26;;;10004;2;10005;26;;;10000.0;573.0
1;33600;STARFRUIT;5059;2;5058;26;;;5065;28;;;;;5062.0;589.7265625
1;33700;ORCHIDS;1088;7;1087;2;1081;51;1095;7;1096;2;1102;51;1091.5;109312.0
1;33700;STARFRUIT;5058;6;5057;27;;;5064;29;;;;;5061.0;586.626953125
